sequence,label,url,status,content_type,bytes,raw_path
157,scenarios_it-telecom_page_0012,https://ai-russia.ru/api/scenarios?industry=it-telecom&page=12&limit=20,200,application/json; charset=utf-8,6371,raw_api/00157_scenarios_it-telecom_page_0012.json
158,scenarios_it-telecom_page_0013,https://ai-russia.ru/api/scenarios?industry=it-telecom&page=13&limit=20,200,application/json; charset=utf-8,6490,raw_api/00158_scenarios_it-telecom_page_0013.json
159,scenarios_it-telecom_page_0014,https://ai-russia.ru/api/scenarios?industry=it-telecom&page=14&limit=20,200,application/json; charset=utf-8,6361,raw_api/00159_scenarios_it-telecom_page_0014.json
160,scenarios_it-telecom_page_0015,https://ai-russia.ru/api/scenarios?industry=it-telecom&page=15&limit=20,200,application/json; charset=utf-8,6247,raw_api/00160_scenarios_it-telecom_page_0015.json
161,scenarios_it-telecom_page_0016,https://ai-russia.ru/api/scenarios?industry=it-telecom&page=16&limit=20,200,application/json; charset=utf-8,6437,raw_api/00161_scenarios_it-telecom_page_0016.json
162,scenarios_it-telecom_page_0017,https://ai-russia.ru/api/scenarios?industry=it-telecom&page=17&limit=20,200,application/json; charset=utf-8,6237,raw_api/00162_scenarios_it-telecom_page_0017.json
163,scenarios_it-telecom_page_0018,https://ai-russia.ru/api/scenarios?industry=it-telecom&page=18&limit=20,200,application/json; charset=utf-8,6518,raw_api/00163_scenarios_it-telecom_page_0018.json
164,scenarios_it-telecom_page_0019,https://ai-russia.ru/api/scenarios?industry=it-telecom&page=19&limit=20,200,application/json; charset=utf-8,6321,raw_api/00164_scenarios_it-telecom_page_0019.json
165,scenarios_it-telecom_page_0020,https://ai-russia.ru/api/scenarios?industry=it-telecom&page=20&limit=20,200,application/json; charset=utf-8,6342,raw_api/00165_scenarios_it-telecom_page_0020.json
166,scenarios_it-telecom_page_0021,https://ai-russia.ru/api/scenarios?industry=it-telecom&page=21&limit=20,200,application/json; charset=utf-8,6341,raw_api/00166_scenarios_it-telecom_page_0021.json
167,scenarios_it-telecom_page_0022,https://ai-russia.ru/api/scenarios?industry=it-telecom&page=22&limit=20,200,application/json; charset=utf-8,6526,raw_api/00167_scenarios_it-telecom_page_0022.json
168,scenarios_it-telecom_page_0023,https://ai-russia.ru/api/scenarios?industry=it-telecom&page=23&limit=20,200,application/json; charset=utf-8,6621,raw_api/00168_scenarios_it-telecom_page_0023.json
169,scenarios_it-telecom_page_0024,https://ai-russia.ru/api/scenarios?industry=it-telecom&page=24&limit=20,200,application/json; charset=utf-8,6727,raw_api/00169_scenarios_it-telecom_page_0024.json
170,scenarios_it-telecom_page_0025,https://ai-russia.ru/api/scenarios?industry=it-telecom&page=25&limit=20,200,application/json; charset=utf-8,6344,raw_api/00170_scenarios_it-telecom_page_0025.json
171,scenarios_oil-energy_first_paginated,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=1&limit=20,200,application/json; charset=utf-8,6327,raw_api/00171_scenarios_oil-energy_first_paginated.json
172,scenarios_oil-energy_page_0002,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=2&limit=20,200,application/json; charset=utf-8,6298,raw_api/00172_scenarios_oil-energy_page_0002.json
173,scenarios_oil-energy_page_0003,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=3&limit=20,200,application/json; charset=utf-8,6362,raw_api/00173_scenarios_oil-energy_page_0003.json
174,scenarios_oil-energy_page_0004,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=4&limit=20,200,application/json; charset=utf-8,6394,raw_api/00174_scenarios_oil-energy_page_0004.json
175,scenarios_oil-energy_page_0005,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=5&limit=20,200,application/json; charset=utf-8,6347,raw_api/00175_scenarios_oil-energy_page_0005.json
176,scenarios_oil-energy_page_0006,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=6&limit=20,200,application/json; charset=utf-8,6437,raw_api/00176_scenarios_oil-energy_page_0006.json
177,scenarios_oil-energy_page_0007,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=7&limit=20,200,application/json; charset=utf-8,6353,raw_api/00177_scenarios_oil-energy_page_0007.json
178,scenarios_oil-energy_page_0008,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=8&limit=20,200,application/json; charset=utf-8,6464,raw_api/00178_scenarios_oil-energy_page_0008.json
179,scenarios_oil-energy_page_0009,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=9&limit=20,200,application/json; charset=utf-8,6102,raw_api/00179_scenarios_oil-energy_page_0009.json
180,scenarios_oil-energy_page_0010,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=10&limit=20,200,application/json; charset=utf-8,6415,raw_api/00180_scenarios_oil-energy_page_0010.json
181,scenarios_oil-energy_page_0011,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=11&limit=20,200,application/json; charset=utf-8,6398,raw_api/00181_scenarios_oil-energy_page_0011.json
182,scenarios_oil-energy_page_0012,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=12&limit=20,200,application/json; charset=utf-8,6113,raw_api/00182_scenarios_oil-energy_page_0012.json
183,scenarios_oil-energy_page_0013,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=13&limit=20,200,application/json; charset=utf-8,6365,raw_api/00183_scenarios_oil-energy_page_0013.json
184,scenarios_oil-energy_page_0014,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=14&limit=20,200,application/json; charset=utf-8,6335,raw_api/00184_scenarios_oil-energy_page_0014.json
185,scenarios_oil-energy_page_0015,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=15&limit=20,200,application/json; charset=utf-8,6185,raw_api/00185_scenarios_oil-energy_page_0015.json
186,scenarios_oil-energy_page_0016,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=16&limit=20,200,application/json; charset=utf-8,6459,raw_api/00186_scenarios_oil-energy_page_0016.json
187,scenarios_oil-energy_page_0017,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=17&limit=20,200,application/json; charset=utf-8,6151,raw_api/00187_scenarios_oil-energy_page_0017.json
188,scenarios_oil-energy_page_0018,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=18&limit=20,200,application/json; charset=utf-8,6466,raw_api/00188_scenarios_oil-energy_page_0018.json
189,scenarios_oil-energy_page_0019,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=19&limit=20,200,application/json; charset=utf-8,6264,raw_api/00189_scenarios_oil-energy_page_0019.json
190,scenarios_oil-energy_page_0020,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=20&limit=20,200,application/json; charset=utf-8,6153,raw_api/00190_scenarios_oil-energy_page_0020.json
191,scenarios_oil-energy_page_0021,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=21&limit=20,200,application/json; charset=utf-8,6451,raw_api/00191_scenarios_oil-energy_page_0021.json
192,scenarios_oil-energy_page_0022,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=22&limit=20,200,application/json; charset=utf-8,6259,raw_api/00192_scenarios_oil-energy_page_0022.json
193,scenarios_oil-energy_page_0023,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=23&limit=20,200,application/json; charset=utf-8,6700,raw_api/00193_scenarios_oil-energy_page_0023.json
194,scenarios_oil-energy_page_0024,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=24&limit=20,200,application/json; charset=utf-8,6706,raw_api/00194_scenarios_oil-energy_page_0024.json
195,scenarios_oil-energy_page_0025,https://ai-russia.ru/api/scenarios?industry=oil-energy&page=25&limit=20,200,application/json; charset=utf-8,6420,raw_api/00195_scenarios_oil-energy_page_0025.json
196,scenarios_retail_first_paginated,https://ai-russia.ru/api/scenarios?industry=retail&page=1&limit=20,200,application/json; charset=utf-8,6987,raw_api/00196_scenarios_retail_first_paginated.json
197,scenarios_retail_page_0002,https://ai-russia.ru/api/scenarios?industry=retail&page=2&limit=20,200,application/json; charset=utf-8,6681,raw_api/00197_scenarios_retail_page_0002.json
198,scenarios_retail_page_0003,https://ai-russia.ru/api/scenarios?industry=retail&page=3&limit=20,200,application/json; charset=utf-8,6498,raw_api/00198_scenarios_retail_page_0003.json
199,scenarios_retail_page_0004,https://ai-russia.ru/api/scenarios?industry=retail&page=4&limit=20,200,application/json; charset=utf-8,6382,raw_api/00199_scenarios_retail_page_0004.json
200,scenarios_retail_page_0005,https://ai-russia.ru/api/scenarios?industry=retail&page=5&limit=20,200,application/json; charset=utf-8,6405,raw_api/00200_scenarios_retail_page_0005.json
201,scenarios_retail_page_0006,https://ai-russia.ru/api/scenarios?industry=retail&page=6&limit=20,200,application/json; charset=utf-8,6452,raw_api/00201_scenarios_retail_page_0006.json
202,scenarios_retail_page_0007,https://ai-russia.ru/api/scenarios?industry=retail&page=7&limit=20,200,application/json; charset=utf-8,6251,raw_api/00202_scenarios_retail_page_0007.json
203,scenarios_retail_page_0008,https://ai-russia.ru/api/scenarios?industry=retail&page=8&limit=20,200,application/json; charset=utf-8,6360,raw_api/00203_scenarios_retail_page_0008.json
204,scenarios_retail_page_0009,https://ai-russia.ru/api/scenarios?industry=retail&page=9&limit=20,200,application/json; charset=utf-8,6241,raw_api/00204_scenarios_retail_page_0009.json
205,scenarios_retail_page_0010,https://ai-russia.ru/api/scenarios?industry=retail&page=10&limit=20,200,application/json; charset=utf-8,6167,raw_api/00205_scenarios_retail_page_0010.json
206,scenarios_retail_page_0011,https://ai-russia.ru/api/scenarios?industry=retail&page=11&limit=20,200,application/json; charset=utf-8,6458,raw_api/00206_scenarios_retail_page_0011.json
207,scenarios_retail_page_0012,https://ai-russia.ru/api/scenarios?industry=retail&page=12&limit=20,200,application/json; charset=utf-8,6111,raw_api/00207_scenarios_retail_page_0012.json
208,scenarios_retail_page_0013,https://ai-russia.ru/api/scenarios?industry=retail&page=13&limit=20,200,application/json; charset=utf-8,6402,raw_api/00208_scenarios_retail_page_0013.json
209,scenarios_retail_page_0014,https://ai-russia.ru/api/scenarios?industry=retail&page=14&limit=20,200,application/json; charset=utf-8,6117,raw_api/00209_scenarios_retail_page_0014.json
210,scenarios_retail_page_0015,https://ai-russia.ru/api/scenarios?industry=retail&page=15&limit=20,200,application/json; charset=utf-8,6345,raw_api/00210_scenarios_retail_page_0015.json
211,scenarios_retail_page_0016,https://ai-russia.ru/api/scenarios?industry=retail&page=16&limit=20,200,application/json; charset=utf-8,6614,raw_api/00211_scenarios_retail_page_0016.json
212,scenarios_retail_page_0017,https://ai-russia.ru/api/scenarios?industry=retail&page=17&limit=20,200,application/json; charset=utf-8,6281,raw_api/00212_scenarios_retail_page_0017.json
213,scenarios_retail_page_0018,https://ai-russia.ru/api/scenarios?industry=retail&page=18&limit=20,200,application/json; charset=utf-8,6409,raw_api/00213_scenarios_retail_page_0018.json
214,scenarios_retail_page_0019,https://ai-russia.ru/api/scenarios?industry=retail&page=19&limit=20,200,application/json; charset=utf-8,6316,raw_api/00214_scenarios_retail_page_0019.json
215,scenarios_retail_page_0020,https://ai-russia.ru/api/scenarios?industry=retail&page=20&limit=20,200,application/json; charset=utf-8,6260,raw_api/00215_scenarios_retail_page_0020.json
216,scenarios_retail_page_0021,https://ai-russia.ru/api/scenarios?industry=retail&page=21&limit=20,200,application/json; charset=utf-8,6549,raw_api/00216_scenarios_retail_page_0021.json
217,scenarios_retail_page_0022,https://ai-russia.ru/api/scenarios?industry=retail&page=22&limit=20,200,application/json; charset=utf-8,6348,raw_api/00217_scenarios_retail_page_0022.json
218,scenarios_retail_page_0023,https://ai-russia.ru/api/scenarios?industry=retail&page=23&limit=20,200,application/json; charset=utf-8,6482,raw_api/00218_scenarios_retail_page_0023.json
219,scenarios_retail_page_0024,https://ai-russia.ru/api/scenarios?industry=retail&page=24&limit=20,200,application/json; charset=utf-8,6563,raw_api/00219_scenarios_retail_page_0024.json
220,scenarios_retail_page_0025,https://ai-russia.ru/api/scenarios?industry=retail&page=25&limit=20,200,application/json; charset=utf-8,6454,raw_api/00220_scenarios_retail_page_0025.json
221,scenarios_finance_first_paginated,https://ai-russia.ru/api/scenarios?industry=finance&page=1&limit=20,200,application/json; charset=utf-8,7698,raw_api/00221_scenarios_finance_first_paginated.json
222,scenarios_finance_page_0002,https://ai-russia.ru/api/scenarios?industry=finance&page=2&limit=20,200,application/json; charset=utf-8,6557,raw_api/00222_scenarios_finance_page_0002.json
223,scenarios_finance_page_0003,https://ai-russia.ru/api/scenarios?industry=finance&page=3&limit=20,200,application/json; charset=utf-8,6075,raw_api/00223_scenarios_finance_page_0003.json
224,scenarios_finance_page_0004,https://ai-russia.ru/api/scenarios?industry=finance&page=4&limit=20,200,application/json; charset=utf-8,6142,raw_api/00224_scenarios_finance_page_0004.json
225,scenarios_finance_page_0005,https://ai-russia.ru/api/scenarios?industry=finance&page=5&limit=20,200,application/json; charset=utf-8,6020,raw_api/00225_scenarios_finance_page_0005.json
226,scenarios_finance_page_0006,https://ai-russia.ru/api/scenarios?industry=finance&page=6&limit=20,200,application/json; charset=utf-8,6214,raw_api/00226_scenarios_finance_page_0006.json
227,scenarios_finance_page_0007,https://ai-russia.ru/api/scenarios?industry=finance&page=7&limit=20,200,application/json; charset=utf-8,6062,raw_api/00227_scenarios_finance_page_0007.json
228,scenarios_finance_page_0008,https://ai-russia.ru/api/scenarios?industry=finance&page=8&limit=20,200,application/json; charset=utf-8,6051,raw_api/00228_scenarios_finance_page_0008.json
229,scenarios_finance_page_0009,https://ai-russia.ru/api/scenarios?industry=finance&page=9&limit=20,200,application/json; charset=utf-8,6275,raw_api/00229_scenarios_finance_page_0009.json
230,scenarios_finance_page_0010,https://ai-russia.ru/api/scenarios?industry=finance&page=10&limit=20,200,application/json; charset=utf-8,5876,raw_api/00230_scenarios_finance_page_0010.json
231,scenarios_finance_page_0011,https://ai-russia.ru/api/scenarios?industry=finance&page=11&limit=20,200,application/json; charset=utf-8,6324,raw_api/00231_scenarios_finance_page_0011.json
232,scenarios_finance_page_0012,https://ai-russia.ru/api/scenarios?industry=finance&page=12&limit=20,200,application/json; charset=utf-8,5797,raw_api/00232_scenarios_finance_page_0012.json
233,scenarios_finance_page_0013,https://ai-russia.ru/api/scenarios?industry=finance&page=13&limit=20,200,application/json; charset=utf-8,6210,raw_api/00233_scenarios_finance_page_0013.json
234,scenarios_finance_page_0014,https://ai-russia.ru/api/scenarios?industry=finance&page=14&limit=20,200,application/json; charset=utf-8,6100,raw_api/00234_scenarios_finance_page_0014.json
235,scenarios_finance_page_0015,https://ai-russia.ru/api/scenarios?industry=finance&page=15&limit=20,200,application/json; charset=utf-8,5974,raw_api/00235_scenarios_finance_page_0015.json
236,scenarios_finance_page_0016,https://ai-russia.ru/api/scenarios?industry=finance&page=16&limit=20,200,application/json; charset=utf-8,6102,raw_api/00236_scenarios_finance_page_0016.json
237,scenarios_finance_page_0017,https://ai-russia.ru/api/scenarios?industry=finance&page=17&limit=20,200,application/json; charset=utf-8,5747,raw_api/00237_scenarios_finance_page_0017.json
238,scenarios_finance_page_0018,https://ai-russia.ru/api/scenarios?industry=finance&page=18&limit=20,200,application/json; charset=utf-8,6221,raw_api/00238_scenarios_finance_page_0018.json
239,scenarios_finance_page_0019,https://ai-russia.ru/api/scenarios?industry=finance&page=19&limit=20,200,application/json; charset=utf-8,5926,raw_api/00239_scenarios_finance_page_0019.json
240,scenarios_finance_page_0020,https://ai-russia.ru/api/scenarios?industry=finance&page=20&limit=20,200,application/json; charset=utf-8,6096,raw_api/00240_scenarios_finance_page_0020.json
241,scenarios_finance_page_0021,https://ai-russia.ru/api/scenarios?industry=finance&page=21&limit=20,200,application/json; charset=utf-8,5994,raw_api/00241_scenarios_finance_page_0021.json
242,scenarios_finance_page_0022,https://ai-russia.ru/api/scenarios?industry=finance&page=22&limit=20,200,application/json; charset=utf-8,5785,raw_api/00242_scenarios_finance_page_0022.json
243,scenarios_finance_page_0023,https://ai-russia.ru/api/scenarios?industry=finance&page=23&limit=20,200,application/json; charset=utf-8,6375,raw_api/00243_scenarios_finance_page_0023.json
244,scenarios_finance_page_0024,https://ai-russia.ru/api/scenarios?industry=finance&page=24&limit=20,200,application/json; charset=utf-8,6023,raw_api/00244_scenarios_finance_page_0024.json
245,scenarios_finance_page_0025,https://ai-russia.ru/api/scenarios?industry=finance&page=25&limit=20,200,application/json; charset=utf-8,5815,raw_api/00245_scenarios_finance_page_0025.json
246,scenarios_transport_first_paginated,https://ai-russia.ru/api/scenarios?industry=transport&page=1&limit=20,200,application/json; charset=utf-8,6712,raw_api/00246_scenarios_transport_first_paginated.json
247,scenarios_transport_page_0002,https://ai-russia.ru/api/scenarios?industry=transport&page=2&limit=20,200,application/json; charset=utf-8,6566,raw_api/00247_scenarios_transport_page_0002.json
248,scenarios_transport_page_0003,https://ai-russia.ru/api/scenarios?industry=transport&page=3&limit=20,200,application/json; charset=utf-8,6690,raw_api/00248_scenarios_transport_page_0003.json
249,scenarios_transport_page_0004,https://ai-russia.ru/api/scenarios?industry=transport&page=4&limit=20,200,application/json; charset=utf-8,6682,raw_api/00249_scenarios_transport_page_0004.json
250,scenarios_transport_page_0005,https://ai-russia.ru/api/scenarios?industry=transport&page=5&limit=20,200,application/json; charset=utf-8,6779,raw_api/00250_scenarios_transport_page_0005.json
251,scenarios_transport_page_0006,https://ai-russia.ru/api/scenarios?industry=transport&page=6&limit=20,200,application/json; charset=utf-8,6431,raw_api/00251_scenarios_transport_page_0006.json
252,scenarios_transport_page_0007,https://ai-russia.ru/api/scenarios?industry=transport&page=7&limit=20,200,application/json; charset=utf-8,6739,raw_api/00252_scenarios_transport_page_0007.json
253,scenarios_transport_page_0008,https://ai-russia.ru/api/scenarios?industry=transport&page=8&limit=20,200,application/json; charset=utf-8,6682,raw_api/00253_scenarios_transport_page_0008.json
254,scenarios_transport_page_0009,https://ai-russia.ru/api/scenarios?industry=transport&page=9&limit=20,200,application/json; charset=utf-8,6519,raw_api/00254_scenarios_transport_page_0009.json
255,scenarios_transport_page_0010,https://ai-russia.ru/api/scenarios?industry=transport&page=10&limit=20,200,application/json; charset=utf-8,6827,raw_api/00255_scenarios_transport_page_0010.json
256,scenarios_transport_page_0011,https://ai-russia.ru/api/scenarios?industry=transport&page=11&limit=20,200,application/json; charset=utf-8,6324,raw_api/00256_scenarios_transport_page_0011.json
257,scenarios_transport_page_0012,https://ai-russia.ru/api/scenarios?industry=transport&page=12&limit=20,200,application/json; charset=utf-8,6696,raw_api/00257_scenarios_transport_page_0012.json
258,scenarios_transport_page_0013,https://ai-russia.ru/api/scenarios?industry=transport&page=13&limit=20,200,application/json; charset=utf-8,6592,raw_api/00258_scenarios_transport_page_0013.json
259,scenarios_transport_page_0014,https://ai-russia.ru/api/scenarios?industry=transport&page=14&limit=20,200,application/json; charset=utf-8,6871,raw_api/00259_scenarios_transport_page_0014.json
260,scenarios_transport_page_0015,https://ai-russia.ru/api/scenarios?industry=transport&page=15&limit=20,200,application/json; charset=utf-8,6675,raw_api/00260_scenarios_transport_page_0015.json
261,scenarios_transport_page_0016,https://ai-russia.ru/api/scenarios?industry=transport&page=16&limit=20,200,application/json; charset=utf-8,6682,raw_api/00261_scenarios_transport_page_0016.json
262,scenarios_transport_page_0017,https://ai-russia.ru/api/scenarios?industry=transport&page=17&limit=20,200,application/json; charset=utf-8,6590,raw_api/00262_scenarios_transport_page_0017.json
263,scenarios_transport_page_0018,https://ai-russia.ru/api/scenarios?industry=transport&page=18&limit=20,200,application/json; charset=utf-8,6754,raw_api/00263_scenarios_transport_page_0018.json
264,scenarios_transport_page_0019,https://ai-russia.ru/api/scenarios?industry=transport&page=19&limit=20,200,application/json; charset=utf-8,6589,raw_api/00264_scenarios_transport_page_0019.json
265,scenarios_transport_page_0020,https://ai-russia.ru/api/scenarios?industry=transport&page=20&limit=20,200,application/json; charset=utf-8,6775,raw_api/00265_scenarios_transport_page_0020.json
266,scenarios_transport_page_0021,https://ai-russia.ru/api/scenarios?industry=transport&page=21&limit=20,200,application/json; charset=utf-8,6716,raw_api/00266_scenarios_transport_page_0021.json
267,scenarios_transport_page_0022,https://ai-russia.ru/api/scenarios?industry=transport&page=22&limit=20,200,application/json; charset=utf-8,6846,raw_api/00267_scenarios_transport_page_0022.json
268,scenarios_transport_page_0023,https://ai-russia.ru/api/scenarios?industry=transport&page=23&limit=20,200,application/json; charset=utf-8,6658,raw_api/00268_scenarios_transport_page_0023.json
269,scenarios_transport_page_0024,https://ai-russia.ru/api/scenarios?industry=transport&page=24&limit=20,200,application/json; charset=utf-8,6618,raw_api/00269_scenarios_transport_page_0024.json
270,scenarios_transport_page_0025,https://ai-russia.ru/api/scenarios?industry=transport&page=25&limit=20,200,application/json; charset=utf-8,4600,raw_api/00270_scenarios_transport_page_0025.json
271,case_0001_cmrto0wux0003inzvyxpfdxci,https://ai-russia.ru/api/cases/cmrto0wux0003inzvyxpfdxci,200,application/json; charset=utf-8,9897,raw_api/00271_case_0001_cmrto0wux0003inzvyxpfdxci.json
272,case_0002_cmrto0wv50007inzv6hufh21c,https://ai-russia.ru/api/cases/cmrto0wv50007inzv6hufh21c,200,application/json; charset=utf-8,9234,raw_api/00272_case_0002_cmrto0wv50007inzv6hufh21c.json
273,case_0003_cmrto0wva000binzvrlea7lj1,https://ai-russia.ru/api/cases/cmrto0wva000binzvrlea7lj1,200,application/json; charset=utf-8,5861,raw_api/00273_case_0003_cmrto0wva000binzvrlea7lj1.json
274,case_0004_cms3l67x90008mp0n7qacmony,https://ai-russia.ru/api/cases/cms3l67x90008mp0n7qacmony,200,application/json; charset=utf-8,4629,raw_api/00274_case_0004_cms3l67x90008mp0n7qacmony.json
275,case_0005_cms3m81t2000amp0n5lgyol81,https://ai-russia.ru/api/cases/cms3m81t2000amp0n5lgyol81,200,application/json; charset=utf-8,5175,raw_api/00275_case_0005_cms3m81t2000amp0n5lgyol81.json
276,case_0006_cms3n0mcs000cmp0nrp7865x5,https://ai-russia.ru/api/cases/cms3n0mcs000cmp0nrp7865x5,200,application/json; charset=utf-8,6843,raw_api/00276_case_0006_cms3n0mcs000cmp0nrp7865x5.json
277,case_0007_cms3o8z2q000emp0nh6aa6gx3,https://ai-russia.ru/api/cases/cms3o8z2q000emp0nh6aa6gx3,200,application/json; charset=utf-8,5143,raw_api/00277_case_0007_cms3o8z2q000emp0nh6aa6gx3.json
278,case_0008_cms3ogmt3000gmp0ndcl5vq6b,https://ai-russia.ru/api/cases/cms3ogmt3000gmp0ndcl5vq6b,200,application/json; charset=utf-8,3131,raw_api/00278_case_0008_cms3ogmt3000gmp0ndcl5vq6b.json
279,case_0009_cms3om663000imp0nx69czffp,https://ai-russia.ru/api/cases/cms3om663000imp0nx69czffp,200,application/json; charset=utf-8,4074,raw_api/00279_case_0009_cms3om663000imp0nx69czffp.json
280,case_0010_cms3ora1l000kmp0nmkrcinxk,https://ai-russia.ru/api/cases/cms3ora1l000kmp0nmkrcinxk,200,application/json; charset=utf-8,5053,raw_api/00280_case_0010_cms3ora1l000kmp0nmkrcinxk.json
281,case_0011_cms5zztz00005o90n53q8onrd,https://ai-russia.ru/api/cases/cms5zztz00005o90n53q8onrd,200,application/json; charset=utf-8,4511,raw_api/00281_case_0011_cms5zztz00005o90n53q8onrd.json
282,case_0012_cms606n1j0007o90nfk8vpbaq,https://ai-russia.ru/api/cases/cms606n1j0007o90nfk8vpbaq,200,application/json; charset=utf-8,4982,raw_api/00282_case_0012_cms606n1j0007o90nfk8vpbaq.json
283,case_0013_cms60lrb50009o90nchh7vhq9,https://ai-russia.ru/api/cases/cms60lrb50009o90nchh7vhq9,200,application/json; charset=utf-8,4935,raw_api/00283_case_0013_cms60lrb50009o90nchh7vhq9.json
