scenario_id,title,title_en,business_impact,implementation_speed,technologies,case_count,exposed_case_count,hidden_or_unexposed_case_count,case_ids,industries,functions,tasks,source_urls
cmryiwkj8016xinjj00i80o3p,ИИ-система прогнозирования и оптимизации эффективности строительных бригад на объектах ЖК,,medium,slow,ClassicML; CV,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=13&limit=20
cmryiwkjc01bpinjjpe62i2c1,ИИ-система прогнозирования и предотвращения сбоев критичных IT-систем девелопера,,medium,slow,ClassicML; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=17&limit=20
cmryiwkjh01h3injjp9r1ukze,ИИ-система прогнозирования и управления регуляторными рисками девелоперских проектов,,medium,slow,ClassicML; LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=22&limit=20
cmryiwkj000xtinjjjh0ma3p0,ИИ-система прогнозирования и управления рисками ликвидности в девелоперских проектах,,medium,slow,ClassicML; NLP; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=5&limit=20
cmryiwkjf01f5injjps5mpzux,ИИ-система прогнозирования изменений в градостроительном законодательстве,,medium,slow,ClassicML; LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=21&limit=20
cmryiwkj8016tinjj8wdbcpir,ИИ-система прогнозирования потребности в кадрах для строительных проектов,,medium,slow,ClassicML; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=13&limit=20
cmryiwkjd01cdinjjcffk6ljl,ИИ-система прогнозирования потребности в стройматериалах для ЖК,,strong,slow,ClassicML; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=18&limit=20
cmryiwkj30119injjb1xd17vm,ИИ-система прогнозирования продаж квартир в ЖК по этапам строительства,,medium,medium,ClassicML,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=8&limit=20
cmryiwkj8016zinjj09uvburt,ИИ-система прогнозирования сроков найма строительных специалистов,,medium,medium,ClassicML; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=13&limit=20
cmryiwkj60141injjwjag9pjl,ИИ-система прогнозирования сроков строительства жилых комплексов,,medium,slow,ClassicML,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=11&limit=20
cmryiwkj8016linjjxtrm550i,ИИ-система роботизированной кладки и монтажа строительных конструкций,,strong,slow,AIAgents; CV,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=13&limit=20
cmryiwkiy00uninjj2gs38mqu,ИИ-система создания аналитических отчётов о рынке недвижимости,,medium,slow,ClassicML; LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=2&limit=20
cmryiwkj5013tinjjcfb9hpb3,ИИ-система создания виртуальных туров с возможностью онлайн-покупки,,strong,slow,AIAgents; CV,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=10&limit=20
cmryiwkje01e3injjo91qqk71,ИИ-система создания договоров поставки строительных материалов,,medium,medium,LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=20&limit=20
cmryiwkj30111injjdntsoh1b,ИИ-система создания интерактивных 3D-туров по строящимся ЖК,,medium,slow,ClassicML; CV,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=8&limit=20
cmryiwkj000xfinjjlaiwtp0k,ИИ-система создания отчётов по управлению проектными рисками,,medium,slow,ClassicML; LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=5&limit=20
cmryiwkjc01bbinjjzyte7km8,ИИ-система создания пользовательских инструкций для цифровых сервисов,,medium,medium,LLM; NLP; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=17&limit=20
cmryiwkjg01gvinjj1ni35952,ИИ-система создания правовых заключений по девелоперским проектам,,medium,slow,LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=22&limit=20
cmryiwkj9018jinjjkvv042iy,ИИ-система создания программ обучения для девелоперских компаний,,medium,medium,LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=15&limit=20
cmryiwkjj01jninjj9bgym9p4,ИИ-система создания технических заданий на разработку строительных инноваций,,medium,medium,LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=25&limit=20
cmryiwkjc01c5injjalty7pg2,ИИ-система создания цифровых двойников строительных объектов,,medium,slow,ClassicML; AIAgents; CV,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=18&limit=20
cmryiwkj100y9injj8zy2akqr,ИИ-система токенизации долей в девелоперских проектах,,strong,slow,ClassicML; NLP; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=5&limit=20
cmryiwkix00udinjj7pip8in1,ИИ-советник по выбору архитектурной концепции жилых комплексов,,medium,slow,ClassicML; LLM; CV,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=2&limit=20
cmryiwkj200zxinjjst0686h8,ИИ-советник по выбору маркетинговой стратегии для различных сегментов ЖК,,medium,slow,ClassicML; LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=7&limit=20
cmryiwkjg01glinjj8fj9zg8o,ИИ-советник по выбору оптимальной юрисдикции для строительных проектов,,strong,slow,ClassicML; LLM; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=22&limit=20
cmryiwkj7015hinjj37pqftp0,ИИ-советник по выбору оптимальных строительных технологий,,strong,slow,ClassicML; LLM,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=12&limit=20
cmryiwkje01dtinjjkcgl3dtn,ИИ-советник по структурированию долгосрочных контрактов на поставки,,strong,slow,ClassicML; LLM,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=19&limit=20
cmryiwkj4012pinjjp8utdkb2,ИИ-советник по структурированию сделок с корпоративными клиентами,,medium,slow,ClassicML; LLM,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=9&limit=20
cmryiwkjj01jdinjj4w6wpl3m,ИИ-советник по формированию инновационной стратегии девелоперских проектов,,strong,slow,ClassicML; LLM,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=24&limit=20
cmryiwkj90189injjrolujpm5,ИИ-советник по формированию команд строительных проектов,,medium,slow,ClassicML; LLM,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=14&limit=20
cmryiwkjb01b1injjk4jo321l,ИИ-советник по цифровой трансформации строительных процессов,,medium,slow,ClassicML; LLM; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=17&limit=20
cmryiwkj000xlinjjp7jehjya,ИИ-создание аналитических обзоров финансового состояния девелоперского рынка,,medium,slow,LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=5&limit=20
cmryiwkj2010binjj1oqta2y1,ИИ-создание контент-плана для социальных сетей девелоперской компании,,medium,fast,LLM,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=7&limit=20
cmryiwkja0199injj52i2s9dh,ИИ-тренажёр soft skills для менеджеров строительных проектов,,medium,medium,LLM; ASR; TTS,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=15&limit=20
cmryiwkj100y5injj577vbzpo,ИИ-тренажёр для финансистов по работе с эскроу-счетами дольщиков,,medium,medium,LLM; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=5&limit=20
cmryiwkjj01kbinjjju0v8bi7,ИИ-тренажёр креативного решения задач в девелоперских проектах,,medium,medium,LLM; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=25&limit=20
cmryiwkj5013pinjj0h0g125d,ИИ-тренажёр отработки сложных переговорных ситуаций с дольщиками,,medium,medium,LLM; ASR; TTS,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=10&limit=20
cmryiwkj3010xinjjoixk49y5,ИИ-тренажёр переговорных навыков для менеджеров отделов продаж,,medium,medium,LLM; ASR; TTS,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=8&limit=20
cmryiwkjf01etinjj8t7c74tc,ИИ-тренажёр переговоров с поставщиками стройматериалов,,medium,medium,LLM; AIAgents; TTS,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=20&limit=20
cmryiwkj8016hinjj9vphenhs,ИИ-тренажёр по технике безопасности для строительных бригад,,medium,slow,LLM; CV; ASR,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=13&limit=20
cmryiwkjh01hlinjjtja9xbr1,ИИ-тренажёр правового анализа девелоперских сделок,,medium,slow,LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=23&limit=20
cmryiwkjc01c1injjgfpybwj3,ИИ-тренажёр работы с BIM-системами для инженеров,,medium,slow,ClassicML; LLM,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=18&limit=20
cmryiwkjk01kjinjj7ca3260q,Инкубатор ИИ-стартапов для строительной и девелоперской отрасли,,strong,medium,ClassicML; LLM; CV,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=25&limit=20
cmryiwkj30115injjzei0rpqr,Инновационные CRM-решения с ИИ-аналитикой для девелоперов,,medium,slow,ClassicML; NLP; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=8&limit=20
cmryiwkj5013xinjj98zyhymu,Инновационные CRM-решения с предиктивной аналитикой для продаж,,medium,slow,ClassicML; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=10&limit=20
cmryiwkj6013zinjjeurdpw01,Интеллектуальная AR/VR-платформа для продаж недвижимости с ИИ-персонализацией и рекомендациями,,medium,slow,ClassicML; LLM,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=11&limit=20
cmryiwkiz00w1injjnn1ig2z5,Интеллектуальная RPA-система для автоматизации расчётов с дольщиками ЖК,,medium,medium,ClassicML; RPA,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=3&limit=20
cmryiwkiz00w5injjzj3nxxlz,Интеллектуальная автоматизация валютного хеджирования в международном девелопменте,,medium,slow,ClassicML; NLP; RPA,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=3&limit=20
cmryiwkj100yxinjjdkgz25kb,Интеллектуальная автоматизация и оптимизация A/B-тестирования рекламных креативов для ЖК,,medium,medium,ClassicML; RPA,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=6&limit=20
cmryiwkj100yvinjj90tlgkft,Интеллектуальная автоматизация обработки заявок потенциальных покупателей недвижимости,,medium,medium,ClassicML; LLM; RPA,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=6&limit=20
cmryiwkj80175injj7vtpu1y4,Интеллектуальная автоматизация оформления трудовых договоров с подрядчиками,,medium,medium,LLM; NLP; RPA,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=13&limit=20
cmryiwkj80173injjmj14sw06,Интеллектуальная автоматизация подбора персонала для строительных объектов с применением ИИ,,medium,medium,ClassicML; NLP; RPA,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=13&limit=20
cmryiwkjf01ffinjjn52mtc9h,Интеллектуальная автоматизация подготовки и проверки разрешительной документации для ЖК,,medium,medium,NLP; RPA; CV,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=21&limit=20
cmryiwkjf01flinjjojzhdw1s,Интеллектуальная автоматизация получения лицензий СРО для строительных работ,,medium,medium,NLP; AIAgents; CV,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=21&limit=20
cmryiwkji01idinjjzw0k5j40,Интеллектуальная автоматизация процедур тестирования новых материалов для ЖК,,medium,slow,ClassicML; RPA; CV,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=23&limit=20
cmryiwkjb01a1injj0hti3ibs,Интеллектуальная автоматизация процессов резервного копирования данных в строительстве,,medium,medium,ClassicML; RPA,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=16&limit=20
cmryiwkjd01cninjjr0cmi7w3,Интеллектуальная автоматизация размещения заказов строительных материалов,,medium,medium,ClassicML; NLP; RPA,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=18&limit=20
cmryiwkj80179injjpzykc7os,Интеллектуальная автоматизация расчета заработной платы строительным рабочим с применением AI,,strong,medium,NLP; RPA; CV,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=13&limit=20
cmryiwkj4011rinjjz6wevn43,Интеллектуальная автоматизация расчета персонализированных скидок для дольщиков,,strong,slow,ClassicML; RPA,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=9&limit=20
cmryiwkiw00t9injjlxnrkdna,Интеллектуальная автоматизация сбора и предиктивного анализа данных земельных аукционов,,medium,slow,ClassicML; NLP; RPA,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction
cmryiwkj6014hinjj8pbanfjm,Интеллектуальная автоматизация складского учёта и управления стройматериалами,,medium,slow,ClassicML; RPA; CV,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=11&limit=20
cmryiwkjd01ctinjjc3t3fzb1,Интеллектуальная автоматизация тендерного отбора подрядчиков для ЖК на базе ИИ,,medium,medium,ClassicML; NLP; RPA,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=18&limit=20
cmryiwkja019finjjz2kz3l5m,Интеллектуальная блокчейн-платформа для верификации и анализа квалификации строительных кадров,,medium,slow,ClassicML; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=15&limit=20
cmryiwkj100ybinjjpo3vuvkj,Интеллектуальная краудфандинговая платформа для оценки рисков и подбора инвесторов в строительстве,,medium,slow,ClassicML; NLP; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=5&limit=20
cmryiwkjf01erinjjxa1hquud,Интеллектуальная платформа анализа рынка стройматериалов для обучения и развития персонала,,medium,slow,ClassicML; LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=20&limit=20
cmryiwkjg01ftinjjbdyw2wmb,Интеллектуальная платформа для персонализированного информирования дольщиков о правовых изменениях,,strong,slow,LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=21&limit=20
cmryiwkjh01hfinjjoxhd4ui4,Интеллектуальная платформа для персонализированного развития правовых компетенций в строительной отрасли,,medium,slow,LLM; NLP; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=23&limit=20
cmryiwkj4011xinjjg1ug2cji,Интеллектуальная платформа для персонализированного финансового планирования покупки жилья в рассрочку,,strong,slow,ClassicML; LLM; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=9&limit=20
cmryiwkjc01bzinjj5dwoxl9d,Интеллектуальная платформа для развития компетенций персонала через управление знаниями в цифровом строительстве,,medium,slow,ClassicML; LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=18&limit=20
cmryiwkjb01a9injj26t864ae,Интеллектуальная платформа персонализированного сервиса для дольщиков,,medium,medium,ClassicML; LLM,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=16&limit=20
cmryiwkjf01fninjjv4cav8p3,Интеллектуальная система автоматизации подготовки юридических документов по ЖК,,medium,medium,LLM; NLP; RPA,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=21&limit=20
cmryiwkjj01jhinjjkcm5rinc,Интеллектуальная система для приоритизации направлений R&D в строительной компании,,strong,slow,ClassicML; NLP; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=24&limit=20
cmryiwkjf01f3injjvmviwdf4,Интеллектуальная система инвентаризации складов стройматериалов на базе автономных дронов и компьютерного зрения,,strong,slow,AIAgents; CV,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=21&limit=20
cmryiwkjb01avinjj1j8niw4r,Интеллектуальная система контроля и прогнозирования использования IT-ресурсов в строительных проектах,,medium,slow,ClassicML; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=17&limit=20
cmryiwkjd01cvinjj9ru0ucby,Интеллектуальная система контроля исполнения договоров поставки на базе ИИ,,medium,medium,ClassicML; NLP; RPA,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=19&limit=20
cmryiwkji01ifinjjogayx3kz,Интеллектуальная система на базе ИИ для скоринга и отбора стартапов-партнеров в строительстве,,medium,medium,ClassicML; NLP; RPA,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=24&limit=20
cmryiwkjb01azinjj286drqbr,Интеллектуальная система поддержки решений по оптимизации выбора IT-архитектуры для жилых комплексов,,medium,slow,ClassicML; NLP; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=17&limit=20
cmryiwkj90185injjcjvmg6ni,Интеллектуальная система предиктивного анализа профессионального выгорания персонала в строительстве,,medium,medium,ClassicML; LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=14&limit=20
cmryiwkje01efinjjl7smewvd,Интеллектуальная система предиктивного контроля качества и рисков строительных материалов,,medium,slow,ClassicML; NLP; CV,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=20&limit=20
cmryiwkjd01cpinjjycvaxeq1,Интеллектуальная система приёмки и верификации товаров на складах строительных объектов,,strong,slow,LLM; RPA; CV,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=18&limit=20
cmryiwkiz00wpinjj46fnsj3j,Интеллектуальная система прогнозирования и оптимизации ликвидности в долевом строительстве,,strong,slow,ClassicML; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=4&limit=20
cmryiwkj8016finjj7hl01z7z,Интеллектуальная система управления знаниями и обучения в строительстве на базе ИИ,,medium,slow,ClassicML; LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=13&limit=20
cmryiwkj3010zinjjns666e60,Интеллектуальные AR/VR-платформы на базе ИИ для интерактивной презентации будущих жилых комплексов,,medium,slow,LLM; AIAgents; CV,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=8&limit=20
cmryiwkjf01fjinjjc0vp1kk7,Интеллектуальный RPA-бот для анализа изменений в строительном законодательстве,,medium,medium,LLM; RPA,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=21&limit=20
cmryiwkj100y7injjvkul0pqf,Интеллектуальный анализ ИИ для повышения прозрачности и безопасности эскроу-счетов дольщиков на блокчечейн-платформе,,strong,slow,ClassicML; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=5&limit=20
cmryiwkjb01apinjj0l2fdj6w,Интеллектуальный мониторинг и предиктивное обнаружение киберугроз для информационных систем девелопера,,medium,slow,ClassicML; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=17&limit=20
cmryiwkjh01hninjj12bo7udj,Использование ИИ для автоматизированной верификации правовых документов ЖК с записью в блокчейн,,medium,slow,LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=23&limit=20
cmryiwkjb01a5injjhgl75jdx,Мобильные приложения для жителей ЖК с ИИ-персонализацией услуг и контента,,medium,medium,ClassicML; LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=16&limit=20
cmryiwkjf01f7injj9hobotiu,Модель предсказания правовых рисков девелоперских проектов,,medium,slow,ClassicML; LLM,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=21&limit=20
cmryiwkiz00wjinjj9gobjmik,Оптимизация структуры финансирования портфеля строительных проектов с использованием ИИ и предиктивной аналитики,,strong,slow,ClassicML; LLM,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=4&limit=20
cmryiwkj200z9injjizscz6cl,Персонализация бренд-опыта клиентов девелопера на основе ИИ,,medium,medium,ClassicML; LLM; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=6&limit=20
cmryiwkjg01fxinjj0uggrdjq,Персональный юрист-бот для консультаций по вопросам долевого строительства,,medium,medium,LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=21&limit=20
cmryiwkj30117injjrt4tuqmb,Платформа AI-анализа и блокчейн-верификации отзывов для инноваций в продуктах недвижимости,,medium,slow,ClassicML; LLM,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=8&limit=20
cmryiwkj4012jinjjwpd286u0,Платформа ИИ для интеллектуального мониторинга и анализа активности конкурентов на рынке недвижимости,,medium,slow,ClassicML; LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=9&limit=20
cmryiwkjg01gfinjjsd86yn79,Платформа ИИ для интеллектуального мониторинга судебных разбирательств и правовых рисков девелопера,,medium,medium,ClassicML; LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=22&limit=20
cmryiwkix00tpinjjonzlnivl,Платформа ИИ для персонализированного взаимодействия с потенциальными покупателями коммерческой недвижимости,,medium,slow,ClassicML; LLM; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction
cmryiwkj000xxinjj8i97pqen,Платформа ИИ для персонализированного обучения финансовых специалистов в девелопменте,,medium,medium,ClassicML; LLM,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=5&limit=20
cmryiwkiy00urinjjgkor46rm,Платформа ИИ для разработки и оптимизации стратегических дорожных карт девелоперского бизнеса,,medium,slow,LLM; NLP; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=2&limit=20
cmryiwkji01i9injjewvxc0ae,Платформа интеллектуальной автоматизации (IPA) управления портфелем R&D-проектов в девелопменте,,medium,slow,ClassicML; NLP; RPA,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=23&limit=20
cmryiwkix00u7injjcredtyd6,Платформа на базе ИИ для мониторинга и анализа конкурентных преимуществ на рынке жилой недвижимости,,strong,slow,ClassicML; LLM; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=2&limit=20
cmryiwkiy00vfinjjm3y9b00d,Платформа на базе ИИ для обнаружения и оценки инновационных строительных технологий,,strong,slow,ClassicML; LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=3&limit=20
cmryiwkjc01b3injj4lf3e3wo,Платформа на базе ИИ для оценки и оптимизации инвестиций в IT-инфраструктуру строительной отрасли,,medium,slow,ClassicML; NLP; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=17&limit=20
cmryiwkix00thinjj0cgogjf3,Платформа на базе ИИ для персонализированного подбора жилья в новостройках по предпочтениям дольщиков,,medium,medium,ClassicML; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction
cmryiwkjj01k9injjtaft27fe,Платформа на базе ИИ для управления знаниями об инновационных строительных решениях,,medium,slow,ClassicML; LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=25&limit=20
cmryiwkiw00sxinjjcc6w2vpn,Платформа прогнозирования динамики цен на первичном рынке жилья по районам города,,strong,slow,ClassicML,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction
cmryiwkjh01hhinjjlmc5qsdu,Платформа с ИИ для обучения и сертификации специалистов по правовому сопровождению ЖК,,medium,slow,ClassicML; LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=23&limit=20
cmryiwkjd01dfinjjxbitruep,Предиктивная AI-оптимизация распределения закупочного бюджета между объектами строительства,,strong,slow,ClassicML,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=19&limit=20
cmryiwkjc01c7injjmxkc862d,Предиктивная AI-платформа для оптимизации девелоперских процессов на базе блокчейн,,medium,slow,ClassicML; NLP; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=18&limit=20
cmryiwkjh01i3injjfxowzor9,Предиктивная AI-платформа для оценки ROI R&D-инвестиций в девелоперских проектах,,strong,slow,ClassicML; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=23&limit=20
cmryiwkj000xbinjj9rzoecqw,Предиктивная AI-платформа для управления валютными рисками и оптимизации хеджирования в строительстве,,medium,slow,ClassicML; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=5&limit=20
cmryiwkji01itinjj8yz9tzo8,Предиктивная AI-платформа для управления инновационным портфелем девелоперской компании,,strong,slow,ClassicML; LLM; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=24&limit=20
cmryiwkj000xrinjj4xf8f66n,Предиктивная AI-платформа для управления операционными рисками в строительном финансировании,,strong,slow,ClassicML; LLM; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=5&limit=20
cmryiwkjc01bninjj3rurk2r2,Предиктивная AI-платформа для управления соответствием требованиям информационной безопасности и рисками,,medium,slow,ClassicML; NLP; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=17&limit=20
cmryiwkjh01i1injjh9w2ydb5,Предиктивная AI-система для выявления и прогнозирования инновационных трендов в мировой строительной индустрии,,medium,slow,ClassicML; LLM; NLP,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=23&limit=20
cmryiwkj200zvinjjls2nyojn,Предиктивная AI-система для динамического ценообразования на квартиры в ЖК,,medium,slow,ClassicML,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=7&limit=20
cmryiwkje01ehinjj0js1gdax,Предиктивная AI-система для минимизации валютных рисков при закупке импортных строительных материалов,,medium,slow,ClassicML; NLP; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=20&limit=20
cmryiwkj4012ninjj7efvvusa,Предиктивная AI-система для оптимального старта продаж нового жилого комплекса,,strong,slow,ClassicML; LLM; RPA,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=9&limit=20
cmryiwkiy00vjinjjpthpa9js,Предиктивная AI-система для оптимизации внедрения BIM-технологий в девелоперские процессы,,strong,slow,ClassicML; LLM; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=3&limit=20
cmryiwkja018rinjjqdcsh5av,Предиктивная AI-система для управления кадровыми рисками и безопасностью в строительстве,,medium,slow,ClassicML; NLP; AIAgents,0,0,0,,construction,,,https://ai-russia.ru/api/scenarios?industry=construction&page=15&limit=20
